0.000000000000000000e+00,0.000000000000000000e+00,3.030303030303030276e+00,3.030303030303030276e+00,1.818181818181818343e+01,6.060606060606060552e+00,0.000000000000000000e+00,2.121212121212121104e+01,0.000000000000000000e+00,3.030303030303030276e+00,6.060606060606060552e+00,6.060606060606060552e+00,0.000000000000000000e+00,6.060606060606060552e+00,0.000000000000000000e+00,6.060606060606060552e+00,1.212121212121212110e+01,3.030303030303030276e+00,6.060606060606060552e+00,0.000000000000000000e+00,-1.000000000000000000e+00
1.333333333333333393e+01,6.666666666666666963e+00,6.666666666666666963e+00,0.000000000000000000e+00,6.666666666666666963e+00,6.666666666666666963e+00,0.000000000000000000e+00,6.666666666666666963e+00,6.666666666666666963e+00,0.000000000000000000e+00,6.666666666666666963e+00,6.666666666666666963e+00,0.000000000000000000e+00,6.666666666666666963e+00,6.666666666666666963e+00,6.666666666666666963e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.666666666666666963e+00,6.666666666666666963e+00,1.000000000000000000e+00
1.960784313725490113e+00,3.921568627450980227e+00,5.882352941176471006e+00,3.921568627450980227e+00,1.568627450980392091e+01,5.882352941176471006e+00,3.921568627450980227e+00,5.882352941176471006e+00,1.960784313725490113e+00,3.921568627450980227e+00,7.843137254901960453e+00,7.843137254901960453e+00,0.000000000000000000e+00,3.921568627450980227e+00,1.960784313725490113e+00,5.882352941176471006e+00,9.803921568627451677e+00,0.000000000000000000e+00,5.882352941176471006e+00,3.921568627450980227e+00,1.000000000000000000e+00
7.547169811320754818e+00,1.132075471698113134e+01,1.886792452830188704e+00,1.886792452830188704e+00,1.509433962264150964e+01,5.660377358490565669e+00,3.773584905660377409e+00,7.547169811320754818e+00,7.547169811320754818e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.773584905660377409e+00,1.886792452830188704e+00,7.547169811320754818e+00,1.886792452830188704e+00,1.132075471698113134e+01,7.547169811320754818e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.773584905660377409e+00,1.000000000000000000e+00
7.407407407407407440e+00,4.938271604938271331e+00,1.234567901234567833e+00,2.469135802469135665e+00,4.938271604938271331e+00,3.703703703703703720e+00,3.703703703703703720e+00,8.641975308641974607e+00,4.938271604938271331e+00,2.469135802469135665e+00,4.938271604938271331e+00,2.222222222222222143e+01,1.234567901234567833e+00,3.703703703703703720e+00,2.469135802469135665e+00,2.469135802469135665e+00,6.172839506172839386e+00,0.000000000000000000e+00,6.172839506172839386e+00,6.172839506172839386e+00,1.000000000000000000e+00
1.282051282051282115e+01,5.128205128205128638e+00,7.692307692307692513e+00,2.564102564102564319e+00,0.000000000000000000e+00,2.564102564102564319e+00,0.000000000000000000e+00,1.025641025641025728e+01,7.692307692307692513e+00,1.025641025641025728e+01,0.000000000000000000e+00,1.794871794871794890e+01,0.000000000000000000e+00,2.564102564102564319e+00,0.000000000000000000e+00,5.128205128205128638e+00,2.564102564102564319e+00,0.000000000000000000e+00,2.564102564102564319e+00,1.025641025641025728e+01,1.000000000000000000e+00
5.714285714285714413e+00,5.714285714285714413e+00,1.428571428571428603e+00,5.714285714285714413e+00,0.000000000000000000e+00,2.857142857142857206e+00,5.714285714285714413e+00,2.857142857142857206e+00,0.000000000000000000e+00,1.000000000000000000e+01,1.285714285714285765e+01,1.857142857142857295e+01,1.428571428571428603e+00,2.857142857142857206e+00,5.714285714285714413e+00,5.714285714285714413e+00,7.142857142857143238e+00,0.000000000000000000e+00,2.857142857142857206e+00,2.857142857142857206e+00,1.000000000000000000e+00
1.612903225806451513e+00,6.451612903225806051e+00,3.225806451612903025e+00,4.838709677419354982e+00,8.064516129032258007e+00,1.612903225806451513e+00,1.612903225806451513e+00,3.225806451612903025e+00,0.000000000000000000e+00,1.451612903225806406e+01,9.677419354838709964e+00,8.064516129032258007e+00,1.612903225806451513e+00,4.838709677419354982e+00,4.838709677419354982e+00,4.838709677419354982e+00,8.064516129032258007e+00,0.000000000000000000e+00,8.064516129032258007e+00,4.838709677419354982e+00,-1.000000000000000000e+00
7.692307692307692513e+00,0.000000000000000000e+00,7.692307692307692513e+00,0.000000000000000000e+00,2.307692307692307665e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.692307692307692513e+00,7.692307692307692513e+00,0.000000000000000000e+00,7.692307692307692513e+00,0.000000000000000000e+00,7.692307692307692513e+00,7.692307692307692513e+00,7.692307692307692513e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.692307692307692513e+00,7.692307692307692513e+00,1.000000000000000000e+00
1.395348837209302317e+01,4.651162790697674687e+00,6.976744186046511587e+00,2.325581395348837344e+00,1.395348837209302317e+01,2.325581395348837344e+00,2.325581395348837344e+00,1.162790697674418539e+01,4.651162790697674687e+00,4.651162790697674687e+00,6.976744186046511587e+00,4.651162790697674687e+00,0.000000000000000000e+00,4.651162790697674687e+00,0.000000000000000000e+00,6.976744186046511587e+00,2.325581395348837344e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.976744186046511587e+00,-1.000000000000000000e+00
4.761904761904761862e+00,3.174603174603174427e+00,7.936507936507936734e+00,0.000000000000000000e+00,1.269841269841269771e+01,6.349206349206348854e+00,3.174603174603174427e+00,6.349206349206348854e+00,1.587301587301587213e+00,0.000000000000000000e+00,1.269841269841269771e+01,1.111111111111111072e+01,0.000000000000000000e+00,3.174603174603174427e+00,9.523809523809523725e+00,7.936507936507936734e+00,1.587301587301587213e+00,0.000000000000000000e+00,3.174603174603174427e+00,4.761904761904761862e+00,1.000000000000000000e+00
8.510638297872340274e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.276595744680851041e+01,0.000000000000000000e+00,6.382978723404255206e+00,0.000000000000000000e+00,1.702127659574468055e+01,2.127659574468085069e+00,0.000000000000000000e+00,1.489361702127659548e+01,1.489361702127659548e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.510638297872340274e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.489361702127659548e+01,-1.000000000000000000e+00
